Occurrence_num,Palaeolongitude,Palaeolatitude,Loc. Num.,Present.region,Old.Class,Order,Family,Genus,Operative_Genus,Operative_Genus.Subgenus,Genus.Subgenus_modifier,Genus_Modified,Modified_Genus,Species,Operative_Species,Genus.Species,British Stage,Appearance,Appearance_FAD,Appearance_LAD,FAD_interval,LAD_interval,Genus BA range,Depth.resolved,max_depth,min_depth,mean_depth,Community,Formation,Depth Association,lithology,Source,Read_more,Genus_FAD_interval,Genus_LAD_interval,interval_resolved,GRID_COORD,FAD_Coarse_Interval,LAD_Coarse_Interval,Cratonic,Palaeocontinent/Terrane,Continent_max_Northing,Continent_min_Northing,Merged.Terrains,Max.Palaeolongitude.Merged.450,Min.Palaeolatitude.Merged.450,Loc_ID
4952,-64.551,-31.578,33,"Dyfed, Wales",Articulata,Strophomenida,Leptestiidae,Leangella(Lean.) (prev. Leptaena),Leangella,Leangella,,0,Leangella,scissa,scissa,Leangella_scissa,Llandovery,Rhuddanian U,Rhuddanian U,Rhuddanian U,17,17,BA 3-5,1,5,3,4,,u Haverford Mudst. Fm,BA 4-5,,Cocks & Rong 1989,,1,23,1,-65_-30,8,8,0,Avalonia,46,22,Baltica-Avalonia,-8,-47,-64.6_-31.6
4950,-63.693,-31.086,33,"Meifod, Wales",Articulata,Strophomenida,Leptestiidae,Leangella(Lean.),Leangella,Leangella,,0,Leangella,scissa,scissa,Leangella_scissa,Llandovery,Rhuddanian U,Rhuddanian U,Rhuddanian U,17,17,BA 3-5,1,5,3,4,,lo Goleugoed / Crychan fms,BA 4-5,,Cocks & Rong 2008,"Temple, 1970",1,23,1,-65_-30,8,8,0,Avalonia,46,22,Baltica-Avalonia,-8,-47,-63.7_-31.1
4875,-45.9,-25.51,17,Latvia,Articulata,Strophomenida,Leptestiidae,Leangella(Lean.),Leangella,Leangella,,0,Leangella,scissa,scissa,Leangella_scissa,Llandovery,Rhuddanian - Aeronian,Rhuddanian E,Aeronian U,15,20,BA 3-5,1,5,3,4,,?,BA 4-5,,Musteikis & Cocks 2004,,1,23,1,-45_-25,8,9,1,Baltica,42,6,Baltica-Avalonia,-8,-47,-45.9_-25.5
4874,-54.816,-24.617,15,Oslo-Asker district,Articulata,Strophomenida,Leptestiidae,Leangella(Lean.),Leangella,Leangella,,0,Leangella,scissa,scissa,Leangella_scissa,Llandovery,Rhuddanian E,Rhuddanian E,Rhuddanian E,15,15,BA 3-5,1,5,3,4,,Langåra Fm,BA 4-5,lst + shale,Cocks 1988,,1,23,1,-55_-25,8,8,0,Baltica,42,6,Baltica-Avalonia,-8,-47,-54.8_-24.6
4922,-45.633,-27.756,17,Lithuania,Articulata,Strophomenida,Leptestiidae,Leangella(Lean.),Leangella,Leangella,,0,Leangella,scissa,scissa,Leangella_scissa,Llandovery,Rhuddanian M - Aeronian U,Rhuddanian M,Aeronian U,16,20,BA 3-5,1,5,3,4,,Dobelé Fm,BA 4-5,,Musteikis & Cocks 2004,,1,23,1,-45_-30,8,9,1,Baltica,42,6,Baltica-Avalonia,-8,-47,-45.6_-27.8
4951,37.468,5.905,18,Akkerme Peninsula,Articulata,Strophomenida,Leptestiidae,Leangella(Lean.),Leangella,Leangella,,0,Leangella,scissa,scissa,Leangella_scissa,Llandovery,Rhuddanian U,Rhuddanian U,Rhuddanian U,17,17,BA 3-5,1,5,3,4,,,BA 3-5,,Modzalevskaya & Popov 1995,Cocks & Rong 2008,1,23,1,35_5,8,8,0,Chu-Ili,8,5,Chu-Ili,-4,-6,37.5_5.9
4876,-61.387,-18.249,5,"Woodland Point & Craighead Inlier, Girvan",Articulata,Strophomenida,Leptestiidae,Leangella(Lean.) (prev.Plectambonites segmentum var. woodlandensis),Leangella,Leangella,,0,Leangella,scissa,scissa,Leangella_scissa,Llandovery,Rhuddanian,Rhuddanian E,Rhuddanian U,15,17,BA 3-5,1,5,3,4,Stricklandia-Clorinda com.,Woodland  & Mulloch Hill fms,BA 2-5,sst,Cocks & Rong 1989,Baarli & Harper 1986,1,23,1,-60_-20,8,8,0,Midland Valley Terrane,31,18,Laurentia,18,-28,-61.4_-18.2
4991,-61.387,-18.249,5,"Strathclyde, Girvan",Articulata,Strophomenida,Leptestiidae,Leangella(Lean.),Leangella,Leangella,,0,Leangella,scissa,scissa,Leangella_scissa,Llandovery,Aeronian E,Aeronian E,Aeronian E,18,18,BA 3-5,1,5,3,4,,Newlands Fm,BA 4,siltst. (shelf edge),Cocks 2008,,1,23,1,-60_-20,9,9,0,Midland Valley Terrane,31,18,Laurentia,18,-28,-61.4_-18.2
4872,-54.816,-24.617,15,"Asker, Oslo region",Articulata,Strophomenida,Leptestiidae,Leangella(L.),Leangella,Leangella,,0,Leangella,scissa_triangularis,scissa_triangularis,Leangella_scissa_triangularis,Llandovery,Rhuddanian E - M Aeronian,Rhuddanian E,Aeronian M,15,19,BA 3-5,1,5,3,4,,"Myren - Leangen Mb, lo Solvik Fm",BA 3-4,,Baarli & Harper 1986; Baarli 1995,Genus range: U Caradoc - uSilurian,1,23,1,-55_-25,8,9,0,Baltica,42,6,Baltica-Avalonia,-8,-47,-54.8_-24.6
1002,-73.088,-22.024,7,Anticosti Island,Articulata,Atrypida,Lissatrypidae,Becscia,Becscia,Becscia,,0,Becscia,scissura,scissura,Becscia_scissura,Llandovery,Rhuddanian E - Aeronian E,Rhuddanian E,Aeronian E,15,18,BA 2-4,1,4,2,3,,lo Becscie Fm - lo Gun River Fm,BA 2-4,"high energy, shallov storm facies",Copper 1995,,15,23,1,-75_-20,8,9,0,Laurentia,33,0,Laurentia,18,-28,-73.1_-22
1646,-98.01,-12.116,10,Minnesota,Articulata,Strophomenida,Strophomenidae,Furcitella,Furcitella,Furcitella,,0,Furcitella,scofieldi,scofieldi,Furcitella_scofieldi,Caradoc,Caradoc M-U (Trenton),Caradoc M,Caradoc U,2,3,BA 2-5,1,5,2,3.5,,Prosser Fm,BA 2-5,,Cooper 1956,,1,15,1,-100_-10,2,3,1,Laurentia,33,0,Laurentia,18,-28,-98_-12.1
1545,-100.585,-21.385,10,"Va., Tenn.",Articulata,Strophomenida,Sowerbyellidae,Sowerbyella,Sowerbyella,Sowerbyella,,0,Sowerbyella,scoialis_crassa,scoialis_crassa,Sowerbyella_scoialis_crassa,Caradoc,Caradoc E (Wilderness),Caradoc E,Caradoc E,1,1,BA 2-5,1,5,2,3.5,,Wardell,BA 2-3,,Cooper 1956,,NA,NA,1,-100_-20,1,1,0,Laurentia,33,0,Laurentia,18,-28,-100.6_-21.4
4812,-72.232,-39.445,33,"Keisley, England",Articulata,Protorthida,Skenidiidae,Skenidioides,Skenidioides,Skenidioides,,0,Skenidioides,scoliodus,scoliodus,Skenidioides_scoliodus,Ashgill,Hirnantian U,Hirnantian M*,Hirnantian M*,14,14,BA 2-6,1,6,2,4,,above Keiley Limestone,BA 3-4,mud & lst.,Temple 1968 ,Cocks 1988; Baarli 1995,1,23,1,-70_-40,7,7,0,Avalonia,46,22,Baltica-Avalonia,-8,-47,-72.2_-39.4
4813,-58.626,-29.799,15,"Asker, Oslo region",Articulata,Protorthida,Skenidiidae,Skenidioides,Skenidioides,Skenidioides,,0,Skenidioides,scoliodus,scoliodus,Skenidioides_scoliodus,Ashgill,Hirnantian U,Hirnantian M*,Hirnantian M*,14,14,BA 2-6,1,6,2,4,,"lo Myren Mb, Lo Solvik Fm",BA 4,,Baarli & Harper 1986; Baarli 1995,,1,23,1,-60_-30,7,7,0,Baltica,42,6,Baltica-Avalonia,-8,-47,-58.6_-29.8
4899,-54.816,-24.617,15,"Asker, Oslo region",Articulata,Protorthida,Skenidiidae,Skenidioides,Skenidioides,Skenidioides,,0,Skenidioides,scoliodus,scoliodus,Skenidioides_scoliodus,Llandovery,Rhuddanian E,Rhuddanian E,Rhuddanian E,15,15,BA 2-6,1,6,2,4,,"lo Myren Mb, Lo Solvik Fm",BA 4,,Baarli & Harper 1986; Baarli 1995,,1,23,1,-55_-25,8,8,0,Baltica,42,6,Baltica-Avalonia,-8,-47,-54.8_-24.6
4900,-46.858,12.842,14,"Mirny Creek, NE USSR",Articulata,Protorthida,Skenidiidae,Skenidioides,Skenidioides,Skenidioides,,0,Skenidioides,scoliodus,scoliodus,Skenidioides_scoliodus,Llandovery,Rhuddanian E-U,Rhuddanian E,Rhuddanian U,15,17,BA 2-6,1,6,2,4,Skenidioides beds,"Chalmak beds, Maut Fm (accuminatus Zone)",BA 5-6,lst - shale,Cocks 1988,Zhang & Barnes 2007,1,23,1,-45_15,8,8,0,Kolyma,13,2,Kolyma,7,0,-46.9_12.8
928,-58.626,-29.799,15,Oslo-Asker district,Articulata,Rhynchonellida,Trigonirhynchiidae,Thebesia,Thebesia,Thebesia,,0,Thebesia,scopulosa,scopulosa,Thebesia_scopulosa,Ashgill,Hirnantian,Hirnantian E,Hirnantian M*,13,14,BA 3,1,3,3,3,,Langøyene Fm,BA 1-3,sst-lst,Cocks 1988,Adrian et al 2000,9,17,1,-60_-30,7,7,0,Baltica,42,6,Baltica-Avalonia,-8,-47,-58.6_-29.8
4743,-73.801,-41.132,33,"Glen Ceiriog, North Wales",Articulata,Orthotetida,Chilidiopsidae,Fardenia,Fardenia,Fardenia,,0,Fardenia,scotica,scotica,Fardenia_scotica,Ashgill,Rawtheyan M-U,Rawtheyan M,Rawtheyan U,11,12,BA 3-5,1,5,3,4,,m-u Dolhir fm,BA 2-3,Mud-siltst,Hiller 1980,,3,21,1,-75_-40,6,6,0,Avalonia,46,22,Baltica-Avalonia,-8,-47,-73.8_-41.1
4468,15.681,-39.578,40,"?Barrandian, Prague region, SW Bohemia",Articulata,Orthotetida,Chilidiopsidae,Fardenia,Fardenia,Fardenia,,0,Fardenia,scotica,scotica,Fardenia_scotica,Ashgill,Pusgillian U - Rawtheyan,Pusgillian U,Rawtheyan U,6,12,BA 3-5,1,5,3,4,,Králúv Dvúr Fm,BA 5,shale,Havlicek 1967,"Havlicek et al 1994, Boucot et al 2003",3,21,1,15_-40,4,6,0,Perunica,59,34,Greater_Gondwana,35,-90,15.7_-39.6
1700,-65.277,-20.526,5,"Girvan, Scotland",Articulata,Orthida,Platystrophiidae,Platystrophia ,Platystrophia,Platystrophia,,0,Platystrophia,scotica,scotica,Platystrophia_scotica,Caradoc,Caradoc M-U,Caradoc M,Caradoc U,2,3,BA 2-5,1,5,2,3.5,,Craighead lst & mudst,BA 4-5,marginal facies,Williams 1962,Candela 2006,1,23,1,-65_-20,2,3,0,Midland Valley Terrane,31,18,Laurentia,18,-28,-65.3_-20.5
3950,-65.277,-20.526,5,"Girvan, Scotland",Articulata,Orthida,Plectorthidae,Plectorthis,Plectorthis,Plectorthis,,0,Plectorthis,scotica,scotica,Plectorthis_scotica,Caradoc,Caradoc M-U,Caradoc M,Caradoc U,2,3,BA 3-5,1,5,3,4,,Craighead lst & mudst,BA 4-5,marginal facies,Williams 1962,Candela 2006,1,12,1,-65_-20,2,3,0,Midland Valley Terrane,31,18,Laurentia,18,-28,-65.3_-20.5
1842,-65.277,-20.526,5,"Girvan, Scotland",Articulata,Pentamerida,Parastrophinidae,Parastrophina?,Parastrophina,Parastrophina,?,1,Parastrophina?,scotica,scotica,Parastrophina_scotica,Caradoc,Caradoc U,Caradoc U,Caradoc U,3,3,BA 2-5,1,5,2,3.5,,Craighead mudst & lst,,,Williams 1962,,3,12,1,-65_-20,3,3,0,Midland Valley Terrane,31,18,Laurentia,18,-28,-65.3_-20.5
4552,-60.923,-20.192,5,Girvan,Articulata,Orthotetida,Chilidiopsidae,Fardenia,Fardenia,Fardenia,,0,Fardenia,scotica,scotica,Fardenia_scotica,Ashgill,Cautleyan M - U,Cautleyan M,Cautleyan U,8,9,BA 3-5,1,5,3,4,,"Auldthorns - lo Quarrel Hill Fms, Ardmillan Grp",BA 4-5,coarse sst.,Harper 2000 & 2006,,3,21,1,-60_-20,5,5,0,Midland Valley Terrane,31,18,Laurentia,18,-28,-60.9_-20.2
1040,-61.387,-18.249,5,Girvan,Articulata,Atrypida,Atrypidae,Zygospiraella,Zygospiraella,Zygospiraella,,0,Zygospiraella,scotica,scotica,Zygospiraella_scotica,Llandovery,Rhuddanian M,Rhuddanian M,Rhuddanian M,16,16,BA 2-4,1,4,2,3,,Mulloch Hill Fm,BA 2-3,sst.,Thomsen et al 2006,,3,20,1,-60_-20,8,8,0,Midland Valley Terrane,31,18,Laurentia,18,-28,-61.4_-18.2
2487,-94.187,-20.763,10,E USA,Articulata,Orthida,Plaesiomyidae,Austinella,Austinella,Austinella,,0,Austinella,scovillei,scovillei,Austinella_scovillei,Ashgill,Rawtheyan E (M Richmondian),Rawtheyan E,Rawtheyan E,10,10,BA 3-4,1,4,3,3.5,,post-Knox Sequences,BA 2-5,,Patzkowsky & Holland 1997,,1,12,1,-95_-20,6,6,1,Laurentia,33,0,Laurentia,18,-28,-94.2_-20.8
1664,-100.585,-21.385,10,Virginia & Tennessee,Articulata,Orthida,Dalmanellidae,Dalmanella,Dalmanella,Dalmanella,,0,Dalmanella,sculpta,sculpta,Dalmanella_sculpta,Caradoc,Caracoc M-U (Trenton),Caradoc M,Caradoc U,2,3,BA 2-5,1,5,2,3.5,,"Salona mbr, Martinsburg Fm",BA 5 ,,Cooper 1956,,1,21,1,-100_-20,2,3,0,Laurentia,33,0,Laurentia,18,-28,-100.6_-21.4
1226,-98.916,-21.636,10,Va.,Articulata,Strophomenida,Glyptomenidae,Glyptomena,Glyptomena,Glyptomena,,0,Glyptomena,sculpturata,sculpturata,Glyptomena_sculpturata,Caradoc,Caradoc E (Porterfield),Caradoc E,Caradoc E,1,1,BA 2-5,1,5,2,3.5,,Chatham Hill Fm,BA 4-5,deep ramp facies,Cooper 1956,,1,3,1,-100_-20,1,1,0,Laurentia,33,0,Laurentia,18,-28,-98.9_-21.6
3620,-109.362,-11.475,10,Oklahoma,Articulata,Strophomenida,Strophomenidae,Dactylogonia,Dactylogonia,Dactylogonia,,0,Dactylogonia,sculpturata,sculpturata,Dactylogonia_sculpturata,Caradoc,Caradoc E (Porterfield),Caradoc E,Caradoc E,1,1,BA 3-5,1,5,3,4,,"Mountain lake mbr, Bromide Fm",BA 2-4,sand - shale,Cooper 1956,Leslie & Lehnert 2005,1,13,1,-110_-10,1,1,0,Laurentia,33,0,Laurentia,18,-28,-109.4_-11.5
4020,-96.026,-20.382,10,Pa.,Articulata,Strophomenida,Strophomenidae,Strophomena,Strophomena,Strophomena,,0,Strophomena,sculpturata,sculpturata,Strophomena_sculpturata,Caradoc,Caradoc M-U (Trenton),Caradoc M,Caradoc U,2,3,BA 3-5,1,5,3,4,,base of Martinsburg Fm,BA 5-6,,Cooper 1956,,1,23,1,-95_-20,2,3,0,Laurentia,33,0,Laurentia,18,-28,-96_-20.4
2098,-94.187,-20.763,10,E USA,Articulata,Orthida,Cyclocoeliidae,Cyclocoelia,Cyclocoelia,Cyclocoelia,,0,Cyclocoelia,sectostriata,sectostriata,Cyclocoelia_sectostriata,Ashgill,Pusgillian E-M (E-M Maysvillian),Pusgillian E,Pusgillian M,4,5,BA 2-5,1,5,2,3.5,,post-Knox Sequences,BA 2-5,,Patzkowsky & Holland 1997,,4,5,1,-95_-20,4,4,1,Laurentia,33,0,Laurentia,18,-28,-94.2_-20.8
3157,-63.911,-32.171,33,"Llandovery, Wales",Articulata,Strophomenida,Eopholidostrophiidae,Eopholidostrophia,Eopholidostrophia,Eopholidostrophia,,0,Eopholidostrophia,sefinensis,sefinensis,Eopholidostrophia_sefinensis,Llandovery,Aeronian,Aeronian E,Aeronian U,18,20,BA 2-5,1,5,2,3.5,,River Sefin,BA 2-5,,Baarlli 1995; Musteikis & Cocks 2004,,2,23,1,-65_-30,9,9,0,Avalonia,46,22,Baltica-Avalonia,-8,-47,-63.9_-32.2
5029,-63.911,-32.171,33,"Llandovery, Wales",Articulata,Orthida,Dalmanellidae,Resserella,Resserella,Resserella,,0,Resserella,sefinensis,sefinensis,Resserella_sefinensis,Llandovery,Aeronian U,Aeronian U,Aeronian U,20,20,BA 3-5,1,5,3,4,,?,BA 3-5,,Cocks 2008,,15,23,1,-65_-30,9,9,0,Avalonia,46,22,Baltica-Avalonia,-8,-47,-63.9_-32.2
2975,-54.816,-24.617,15,Oslo region,Articulata,Strophomenida,Eopholidostrophiidae,Eopholidostrophia,Eopholidostrophia,Eopholidostrophia,,0,Eopholidostrophia,sefinensis,sefinensis,Eopholidostrophia_sefinensis,Llandovery,Rhuddanian - Aeronian E,Rhuddanian E,Aeronian E,15,18,BA 2-5,1,5,2,3.5,,"Myren - Leangen Mb, Solvik Fm",BA 3-4,,Baarli 1995; Musteikis & Cocks 2004,Cocks & Rong 2008,2,23,1,-55_-25,8,9,0,Baltica,42,6,Baltica-Avalonia,-8,-47,-54.8_-24.6
1126,-73.088,-22.024,7,Anticosti Island,Articulata,Rhynchonellida,Leptocoellidae,Eocoelia,Eocoelia,Eocoelia,,0,Eocoelia,sefinensis,sefinensis,Eocoelia_sefinensis,Llandovery,Aeronian U,Aeronian U,Aeronian U,20,20,BA 2-4,1,4,2,3,Eocoelia Community,"Goéland Mb, Jupiter Fm",BA 3-4,Shale/ mudstone,Jin & Copper  2004,,18,23,1,-75_-20,9,9,0,Laurentia,33,0,Laurentia,18,-28,-73.1_-22
3102,-63.693,-31.086,33,"Meifod, Wales",Articulata,Strophomenida,Eopholidostrophiidae,Eopholidostrophia,Eopholidostrophia,Eopholidostrophia,,0,Eopholidostrophia,sefinensis_ellisae,sefinensis_ellisae,Eopholidostrophia_sefinensis_ellisae,Llandovery,Rhuddanian U,Rhuddanian U,Rhuddanian U,17,17,BA 2-5,1,5,2,3.5,,lo Goleugoed / Crychan fms,BA 4-5,,Cocks & Rong 2008,"Temple, 1970, 1987",2,23,1,-65_-30,8,8,0,Avalonia,46,22,Baltica-Avalonia,-8,-47,-63.7_-31.1
5052,-49.372,-26.233,15,Gotland,Articulata,Strophomenida,Leptestiidae,Leangella(L.),Leangella,Leangella,,0,Leangella,segmentum,segmentum,Leangella_segmentum,Llandovery,Telychian,Telychian E,Telychian U,21,23,BA 3-5,1,5,3,4,,Lower Visby Beds,BA 3,,Bassett & Cocks 1974,,1,23,1,-50_-25,10,11,1,Baltica,42,6,Baltica-Avalonia,-8,-47,-49.4_-26.2
5100,-45.633,-27.756,17,Lithuania,Articulata,Strophomenida,Leptestiidae,Leangella(L.),Leangella,Leangella,,0,Leangella,segmentum,segmentum,Leangella_segmentum,Llandovery,Telychian U - Ludlow,Telychian U,Telychian U***,23,23,BA 3-5,1,5,3,4,,Jurmala Fm,BA 4-5,,Musteikis & Cocks 2004,,1,23,1,-45_-30,11,11,1,Baltica,42,6,Baltica-Avalonia,-8,-47,-45.6_-27.8
5101,-82.152,-11.911,8,Hudson Bay Basin,Articulata,Strophomenida,Leptestiidae,Leangella(L.),Leangella,Leangella,,0,Leangella,segmentum,segmentum,Leangella_segmentum,Llandovery,Telychian U,Telychian U,Telychian U,23,23,BA 3-5,1,5,3,4,,Attawapiskat Fm,BA 3-4,reefs,Jin 2005,,1,23,1,-80_-10,11,11,1,Laurentia,33,0,Laurentia,18,-28,-82.2_-11.9
5394,93.02,11.04,44,"Gunningbland, New South Wales, Australia",Articulata,Strophomenida,Xenambonitidae,Chonetoidea (prev.Sericoidea),Chonetoidea,Chonetoidea,,0,Chonetoidea,sejuncta,sejuncta,Chonetoidea_sejuncta,Caradoc,Caradoc U,Caradoc U,Caradoc U,3,3,BA 4-5,1,5,4,4.5,,Goonumbla Volcanics,BA 4-5,,Cocks & Rong 1989,,1,23,1,95_10,3,3,0,Gondwana,87,3,Greater_Gondwana,35,-90,93_11
5400,93.854,11.802,44,"C New South Wales, Australia",Articulata,Strophomenida,Xenambonitidae,Chonetoidea_(prev.Sericoidea),Chonetoidea,Chonetoidea,,0,Chonetoidea,sejuncta,sejuncta,Chonetoidea_sejuncta,Caradoc,Caradoc U,Caradoc U,Caradoc U,3,3,BA 4-5,1,5,4,4.5,,basal Malongulli Formation  & Cliefden Caves Lst Grp & equivalents,BA 4-6,"deep-water graptolitic siltstone downslope from carbonate shelf, BA 6","Percival 1978, 1979a; Percival et al. (unpublished)",,1,23,1,95_10,3,3,0,Gondwana,87,3,Greater_Gondwana,35,-90,93.9_11.8
4854,-88.493,12.369,58,"Delorme Range, Mackenzie Mts",Articulata,Orthida,Dicoelosiidae,Epitomyonia,Epitomyonia,Epitomyonia,,0,Epitomyonia,sekwiensis,sekwiensis,Epitomyonia_sekwiensis,Llandovery,Rhuddanian - Aeronian,Rhuddanian E,Aeronian U,15,20,BA 4,1,4,4,4,Dicoelosia-Skenidioides,Road River,BA 4,lst. In basinal facies,Zhang & Boucot 1988,,2,23,1,-90_10,8,9,0,Laurentia,33,0,Laurentia,18,-28,-88.5_12.4
723,33.16,-8.303,20,Selety River Basin,Articulata,Rhynchonellida,Rhynchotrematidae,Rhynchotrema,Rhynchotrema,Rhynchotrema,,0,Rhynchotrema,seletensis,seletensis,Rhynchotrema_seletensis,Caradoc,Caradoc U,Caradoc U,Caradoc U,3,3,BA 2-4,1,4,2,3,,lo Tauken Fm,BA 2-3 ,lst.,Nikitin et al 2003,,NA,NA,1,35_-10,3,3,0,Chu-Ili,8,5,Chu-Ili,-4,-6,33.2_-8.3
1117,-73.088,-22.024,7,Anticosti Island,Articulata,Orthida,Plectorthidae,Gnamptorhynchos,Gnamptorhynchos,Gnamptorhynchos,,0,Gnamptorhynchos,selliseptalicium,selliseptalicium,Gnamptorhynchos_selliseptalicium,Llandovery,Aeronian M,Aeronian M,Aeronian M,19,19,BA 2-4,1,4,2,3,,"Sandtop Mb, Gun River Fm",BA 4 ,marly lst.,Jin & Zhan 2000,,5,23,1,-75_-20,9,9,0,Laurentia,33,0,Laurentia,18,-28,-73.1_-22
4625,36.241,13.057,36,W Zhejiang,Articulata,Strophomenida,Strophomenidae,Chunanomena,Chunanomena,Chunanomena,,0,Chunanomena,sembellina,sembellina,Chunanomena_sembellina,Ashgill,Rawtheyan,Rawtheyan E,Rawtheyan U,10,12,BA 3-5,1,5,3,4,,u Changwu Fm,BA 5-6,shale - sst,Zhan et al 2008,,10,12,1,35_15,6,6,1,South China,15,0,South China,18,-5,36.2_13.1
5127,-98.916,-21.636,10,Va.,Articulata,Orthida,Plaesiomyidae,Valcourea,Valcourea,Valcourea,,0,Valcourea,semicarinata,semicarinata,Valcourea_semicarinata,Caradoc,Caradoc E (Porterfield),Caradoc E,Caradoc E,1,1,BA 4-5,1,5,4,4.5,,Arline Fm,BA 4-5,Deeper subtidal u shelf slope,Cooper 1956,Leslie & Lehnert 2005,1,1,1,-100_-20,1,1,0,Laurentia,33,0,Laurentia,18,-28,-98.9_-21.6
3153,-61.387,-18.249,5,"Strathclyde, Girvan",Articulata,Orthotetida,Chilidiopsidae,Coolinia,Coolinia,Coolinia,,0,Coolinia,semicircularis,semicircularis,Coolinia_semicircularis,Llandovery,Aeronian E,Aeronian E,Aeronian E,18,18,BA 2-5,1,5,2,3.5,,Newlands Fm,BA 4,siltst. (shelf edge),Cocks 2008,,12,23,1,-60_-20,9,9,0,Midland Valley Terrane,31,18,Laurentia,18,-28,-61.4_-18.2
3916,39.851,-13.922,19,"Chingiz, Kazakhstan",Articulata,Pentamerida,Camerellidae,Perimecocoelia,Perimecocoelia,Perimecocoelia,,0,Perimecocoelia,semicostata,semicostata,Perimecocoelia_semicostata,Caradoc,Caradoc M-U,Caradoc M,Caradoc U,2,3,BA 3-5,1,5,3,4,,Sargaldak & Anderken Fms,BA 2-5,,Cocks & Zhan 1998,Klenina et al 1984,1,3,1,40_-15,2,3,0,Chinghiz,14,9,Chinghiz,-8,-11,39.9_-13.9
3467,-46.088,10.846,3,"White Mountain, East cen Alaska",Articulata,Pentamerida,Camerellidae,Perimecocoelia,Perimecocoelia,Perimecocoelia,,0,Perimecocoelia,semicostata,semicostata,Perimecocoelia_semicostata,Caradoc,Caradoc E,Caradoc E,Caradoc E,1,1,BA 3-5,1,5,3,4,,"A-1230, blocks 4-6",BA 4-5,,"CMØR, OD",,1,3,1,-45_10,1,1,0,Farewell Terrane,15,11,Farewell Terrane,17,12,-46.1_10.8
3468,-111.622,-23.06,10,Alabama,Articulata,Pentamerida,Camerellidae,Perimecocoelia,Perimecocoelia,Perimecocoelia,,0,Perimecocoelia,semicostata,semicostata,Perimecocoelia_semicostata,Caradoc,Caradoc E (Porterfield),Caradoc E,Caradoc E,1,1,BA 3-5,1,5,3,4,,Benbolt Fm,BA 3-4,deep-shallow ramp caco3,Cocks & Rong 1989,,1,3,1,-110_-25,1,1,0,Laurentia,33,0,Laurentia,18,-28,-111.6_-23.1
3469,-100.585,-21.385,10,Virginia/ Tennessee,Articulata,Pentamerida,Camerellidae,Perimecocoelia,Perimecocoelia,Perimecocoelia,,0,Perimecocoelia,semicostata,semicostata,Perimecocoelia_semicostata,Caradoc,Caradoc E (Porterfield),Caradoc E,Caradoc E,1,1,BA 3-5,1,5,3,4,,Benbolt Fm,BA 3-4,deep-shallow ramp caco3,Cocks & Rong 1989,,1,3,1,-100_-20,1,1,0,Laurentia,33,0,Laurentia,18,-28,-100.6_-21.4
4041,-65.277,-20.526,5,"Girvan, Scotland",Articulata,Strophomenida,Strophomenidae,Dactylogonia?,Dactylogonia,Dactylogonia,?,1,Dactylogonia?,semiglobosina,semiglobosina,Dactylogonia_semiglobosina,Caradoc,Caradoc U,Caradoc U,Caradoc U,3,3,BA 3-5,1,5,3,4,,Craighead mudst & lst,BA 4-5,marginal facies,Williams 1962,Candela 2006,1,3,1,-65_-20,3,3,0,Midland Valley Terrane,31,18,Laurentia,18,-28,-65.3_-20.5
1580,-48.907,-37.164,17,"Kohtla, Estonia",Articulata,Strophomenida,Sowerbyellidae,Sowerbyella(S.),Sowerbyella,Sowerbyella,,0,Sowerbyella,semiluna,semiluna,Sowerbyella_semiluna,Caradoc,Caradoc E,Caradoc E,Caradoc E,1,1,BA 2-5,1,5,2,3.5,,Idavere Fm,BA 5,,Öpik 1930,Cocks & Rong1989,NA,NA,1,-50_-35,1,1,1,Baltica,42,6,Baltica-Avalonia,-8,-47,-48.9_-37.2
6201,-65.277,-20.526,5,"Girvan, Scotland",Articulata,Strophomenida,Leptellinidae,Leptellina,Leptellina,Leptellina,,0,Leptellina,semilunata,semilunata,Leptellina_semilunata,Caradoc,Caradoc E,Caradoc E,Caradoc E,1,1,NA,0,3,3,3,,u Stinchar lst & confinis Flags,,,Williams 1962,,1,23,1,-65_-20,1,1,0,Midland Valley Terrane,31,18,Laurentia,18,-28,-65.3_-20.5
2582,-76.293,-40.367,33,Ireland,Articulata,Strophomenida,Rafinesquinidae,Leptaena,Leptaena,Leptaena,,0,Leptaena,semiovalis,semiovalis,Leptaena_semiovalis,Ashgill,Rawtheyan,Rawtheyan E,Rawtheyan U,10,12,BA 2-5,1,5,2,3.5,,Kildare Lst.,BA 3-4,shallow lst shelf mudmounds,Cocks 2005,nomen dubium…,1,23,1,-75_-40,6,6,0,Avalonia,46,22,Baltica-Avalonia,-8,-47,-76.3_-40.4
1979,39.851,-13.922,19,Chingiz Range,Articulata,Strophomenida,Leptellinidae,Leptellina(Mabella),Leptellina,Mabella,,0,Leptellina,semiovalis,semiovalis,Mabella_semiovalis,Caradoc,Caradoc U,Caradoc U,Caradoc U,3,3,BA 2-5,1,5,2,3.5,,Taldyboi Fm,BA 2-3,,Nikitin et al 2003,,1,23,1,40_-15,3,3,0,Chinghiz,14,9,Chinghiz,-8,-11,39.9_-13.9
